-60,-55,-50,-45,-44,-43.8,-43.6,-43.4,-43.2,-43,-42.8,-42.6,-42.4,-42.2,-42,-41.8,-41.6,-41.4,-41.2,-41,-40.8,-40.6,-40.4,-40.2,-40,-39.8,-39.6,-39.4,-39.2,-39,-38.8,-38.6,-38.4,-38.2,-38,-37.8,-37.6,-37.4,-37.2,-37,-36.8,-36.6,-36.4,-36.2,-36,-35.8,-35.6,-35.4,-35.2,-35,-34.8,-34.6,-34.4,-34.2,-34,-33.8,-33.6,-33.4,-33.2,-33,-32.8,-32.6,-32.4,-32.2,-32,-31.8,-31.6,-31.4,-31.2,-31,-30.8,-30.6,-30.4,-30.2,-30,-29.8,-29.6,-29.4,-29.2,-29,-28.8,-28.6,-28.4,-28.2,-28,-27.8,-27.6,-27.4,-27.2,-27,-26.8,-26.6,-26.4,-26.2,-26,-25.8,-25.6,-25.4,-25.2,-25,-24.8,-24.6,-24.4,-24.2,-24,-23.8,-23.6,-23.4,-23.2,-23,-22.8,-22.6,-22.4,-22.2,-22,-21.8,-21.6,-21.4,-21.2,-21,-20.8,-20.6,-20.4,-20.2,-20,-19.8,-19.6,-19.4,-19.2,-19,-18.8,-18.6,-18.4,-18.2,-18,-17.8,-17.6,-17.4,-17.2,-17,-16.8,-16.6,-16.4,-16.2,-16,-15.8,-15.6,-15.4,-15.2,-15,-14.8,-14.6,-14.4,-14.2,-14,-13.8,-13.6,-13.4,-13.2,-13,-12.8,-12.6,-12.4,-12.2,-12,-11.8,-11.6,-11.4,-11.2,-11,-10.8,-10.6,-10.4,-10.2,-10,-9.8,-9.6,-9.4,-9.2,-9,-8.8,-8.6,-8.4,-8.2,-8,-7.8,-7.6,-7.4,-7.2,-7,-6.8,-6.6,-6.4,-6.2,-6,-5.8,-5.6,-5.4,-5.2,-5,-4.8,-4.6,-4.4,-4.2,-4,-3.8,-3.6,-3.4,-3.2,-3,-2.8,-2.6,-2.4,-2.2,-2,-1.8,-1.6,-1.4,-1.2,-1,-0.8,-0.6,-0.4,-0.2,0,0.2,0.4,0.6,0.8,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6.2,6.4,6.6,6.8,7,7.2,7.4,7.6,7.8,8,8.2,8.4,8.6,8.8,9,9.2,9.4,9.6,9.8,10,10.2,10.4,10.6,10.8,11,11.2,11.4,11.6,11.8,12,12.2,12.4,12.6,12.8,13,13.2,13.4,13.6,13.8,14,14.2,14.4,14.6,14.8,15,15.2,15.4,15.6,15.8,16,16.2,16.4,16.6,16.8,17,17.2,17.4,17.6,17.8,18,18.2,18.4,18.6,18.8,19,19.2,19.4,19.6,19.8,20,20.2,20.4,20.6,20.8,21,21.2,21.4,21.6,21.8,22,22.2,22.4,22.6,22.8,23,23.2,23.4,23.6,23.8,24,24.2,24.4,24.6,24.8,25,25.2,25.4,25.6,25.8,26,26.2,26.4,26.6,26.8,27,27.2,27.4,27.6,27.8,28,28.2,28.4,28.6,28.8,29,29.2,29.4,29.6,29.8,30,30.2,30.4,30.6,30.8,31,31.2,31.4,31.6,31.8,32,32.2,32.4,32.6,32.8,33,33.2,33.4,33.6,33.8,34,34.2,34.4,34.6,34.8,35,35.2,35.4,35.6,35.8,36,36.2,36.4,36.6,36.8,37,37.2,37.4,37.6,37.8,38,38.2,38.4,38.6,38.8,39,39.2,39.4,39.6,39.8,40,40.2,40.4,40.6,40.8,41,41.2,41.4,41.6,41.8,42,42.2,42.4,42.6,42.8,43,43.2,43.4,43.6,43.8,44,45,50,55,60

